group,selection_rate,TPR,FPR,disparate_impact_vs_max
Female,0.07206928549334983,0.5013698630136987,0.017433751743375175,0.2905890499596141
Male,0.24801101591187272,0.6015075376884422,0.09326880774307084,1.0
