group,selection_rate,TPR,FPR,disparate_impact_vs_max
Female,0.12341478502938447,0.6876712328767123,0.05160390516039052,0.6134137147924387
Male,0.20119339045287638,0.5165829145728643,0.06313242410910691,1.0
